hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
"Resort Hotel",0,31,2015,July,29,12,2,5,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",243,0,Transient,123,0,0,Check-Out,2015-07-19
"Resort Hotel",0,31,2015,July,29,12,4,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",243,0,Transient,123,0,0,Check-Out,2015-07-23
"Resort Hotel",0,31,2015,July,30,25,2,5,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",142,0,Transient,107,1,0,Check-Out,2015-08-01
"Resort Hotel",0,31,2015,July,31,27,0,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,I,1,"No Deposit",241,0,Transient,0,0,0,Check-Out,2015-07-27
"Resort Hotel",0,31,2015,July,31,27,1,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,F,F,0,"No Deposit",36,0,Transient,167,0,0,Check-Out,2015-07-31
"Resort Hotel",0,31,2015,July,31,27,1,3,2,0,0,HB,ESP,Direct,Direct,0,0,0,A,C,0,"No Deposit",250,0,Transient,145,0,0,Check-Out,2015-07-31
"Resort Hotel",0,31,2015,October,41,6,1,5,2,2,0,BB,ZAF,Direct,Direct,0,0,0,G,G,0,"No Deposit",250,0,Transient,97,1,0,Check-Out,2015-10-12
"Resort Hotel",0,31,2015,September,37,10,0,3,2,0,0,BB,BEL,"Online TA",TA/TO,0,0,0,A,C,0,"No Deposit",240,0,Transient,108,0,1,Check-Out,2015-09-13
"Resort Hotel",0,32,2015,August,34,21,2,4,2,0,0,BB,CHE,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,178,0,2,Check-Out,2015-08-27
"Resort Hotel",0,32,2015,August,35,28,1,2,2,0,0,BB,MAR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,122,0,1,Check-Out,2015-08-31
"Resort Hotel",0,32,2015,July,28,10,4,9,2,0,0,BB,DNK,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",241,0,Transient,106,0,0,Check-Out,2015-07-23
"Resort Hotel",0,32,2015,July,28,11,4,6,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",240,0,Transient,178,1,0,Check-Out,2015-07-21
"Resort Hotel",0,32,2015,July,29,13,1,5,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,C,2,"No Deposit",300,0,Transient,153,0,0,Check-Out,2015-07-19
"Resort Hotel",0,32,2015,July,30,19,2,5,2,0,0,BB,IRL,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",156,0,Transient,123,0,0,Check-Out,2015-07-26
"Resort Hotel",0,32,2015,July,30,25,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,176,1,0,Check-Out,2015-08-01
"Resort Hotel",0,32,2015,July,31,28,0,4,2,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",177,0,Transient,107,0,1,Check-Out,2015-08-01
"Resort Hotel",0,32,2015,July,31,31,0,2,2,2,0,BB,PRT,"Online TA",TA/TO,0,0,0,H,H,0,"No Deposit",240,0,Transient,220,0,0,Check-Out,2015-08-02
"Resort Hotel",0,32,2015,November,46,11,0,3,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,3,"No Deposit",324,0,Transient,36,0,0,Check-Out,2015-11-14
"Resort Hotel",0,32,2015,November,46,11,0,4,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,4,"No Deposit",324,0,Transient-Party,41,1,0,Check-Out,2015-11-15
"Resort Hotel",0,32,2015,November,46,11,0,4,2,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,4,"No Deposit",324,0,Transient-Party,43,0,0,Check-Out,2015-11-15
"Resort Hotel",0,32,2015,October,42,14,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,E,E,0,"No Deposit",250,0,Transient,117,1,0,Check-Out,2015-10-15
"Resort Hotel",0,32,2015,September,40,27,1,0,2,0,0,BB,DEU,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",251,0,Transient,95,0,0,Check-Out,2015-09-28
"Resort Hotel",0,33,2015,August,33,12,0,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,G,G,0,"No Deposit",NULL,0,Transient-Party,252,0,1,Check-Out,2015-08-13
"Resort Hotel",0,33,2015,August,34,19,0,0,3,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,A,0,"No Deposit",242,0,Transient,0,0,1,Check-Out,2015-08-19
"Resort Hotel",0,33,2015,December,49,5,2,1,2,0,0,HB,ESP,Direct,Direct,0,0,0,F,F,0,"No Deposit",250,0,Transient,109,1,2,Check-Out,2015-12-08
"Resort Hotel",0,33,2015,July,28,6,3,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,5,"No Deposit",250,0,Transient,157,0,1,Check-Out,2015-07-16
"Resort Hotel",0,33,2015,July,28,8,2,5,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,155,0,0,Check-Out,2015-07-15
"Resort Hotel",0,33,2015,July,28,11,2,2,2,0,0,BB,CZE,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",240,0,Transient,123,0,0,Check-Out,2015-07-15
"Resort Hotel",0,33,2015,July,28,11,2,2,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",241,0,Transient,90,0,1,Check-Out,2015-07-15
"Resort Hotel",0,33,2015,July,28,11,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,123,0,0,Check-Out,2015-07-15
"Resort Hotel",0,33,2015,July,28,11,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,129,1,0,Check-Out,2015-07-18
"Resort Hotel",0,33,2015,July,30,23,0,3,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,D,E,0,"No Deposit",240,0,Transient,184,0,1,Check-Out,2015-07-26
"Resort Hotel",0,33,2015,July,30,23,0,3,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",240,0,Transient-Party,194,1,1,Check-Out,2015-07-26
"Resort Hotel",0,33,2015,July,30,25,2,3,2,2,0,HB,PRT,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",241,0,Transient,142,0,1,Check-Out,2015-07-30
"Resort Hotel",0,33,2015,November,45,4,2,9,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,3,"No Deposit",185,0,Transient-Party,43,0,0,Check-Out,2015-11-15
"Resort Hotel",0,33,2015,November,46,12,0,2,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,F,4,"No Deposit",324,0,Transient-Party,36,0,0,Check-Out,2015-11-14
"Resort Hotel",0,33,2015,November,46,12,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,3,"No Deposit",324,0,Transient-Party,36,0,0,Check-Out,2015-11-14
"Resort Hotel",0,33,2015,November,46,12,0,3,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,3,"No Deposit",334,0,Transient-Party,40,0,0,Check-Out,2015-11-15
"Resort Hotel",0,33,2015,November,46,12,0,3,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,C,1,"No Deposit",334,0,Transient-Party,40,0,0,Check-Out,2015-11-15
"Resort Hotel",0,33,2015,November,46,12,0,3,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,C,2,"No Deposit",334,0,Transient-Party,40,0,0,Check-Out,2015-11-15
"Resort Hotel",0,33,2015,November,46,12,0,3,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,C,2,"No Deposit",334,0,Transient-Party,40,1,0,Check-Out,2015-11-15
"Resort Hotel",0,33,2015,November,46,12,0,3,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,E,2,"No Deposit",334,0,Transient-Party,40,0,0,Check-Out,2015-11-15
"Resort Hotel",0,33,2015,November,46,12,0,3,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,E,4,"No Deposit",334,0,Transient-Party,40,0,0,Check-Out,2015-11-15
"Resort Hotel",0,33,2015,November,47,21,0,1,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,G,1,"No Deposit",240,0,Transient,76,0,1,Check-Out,2015-11-22
"Resort Hotel",0,33,2015,October,41,7,0,2,2,0,0,BB,DEU,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,66,1,2,Check-Out,2015-10-09
"Resort Hotel",0,33,2015,September,38,19,2,3,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,0,Transient,152,1,1,Check-Out,2015-09-24
"Resort Hotel",0,33,2015,September,38,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",241,0,Transient,125,0,2,Check-Out,2015-09-26
"Resort Hotel",0,34,2015,August,32,2,2,5,2,0,0,BB,ESP,Direct,Direct,0,0,0,C,C,3,"No Deposit",250,0,Transient,175,1,1,Check-Out,2015-08-09
"Resort Hotel",0,34,2015,August,33,9,2,2,2,0,0,BB,USA,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,211,0,1,Check-Out,2015-08-13
"Resort Hotel",0,34,2015,August,35,28,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,121,1,3,Check-Out,2015-08-30
"Resort Hotel",0,34,2015,August,35,28,0,2,2,0,1,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,121,0,3,Check-Out,2015-08-30
"Resort Hotel",0,34,2015,August,36,30,2,2,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,0,Transient,72,0,1,Check-Out,2015-09-03
"Resort Hotel",0,34,2015,August,36,31,1,1,2,0,0,HB,ITA,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,115,0,1,Check-Out,2015-09-02
"Resort Hotel",0,34,2015,July,28,6,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,"No Deposit",250,0,Transient,175,1,0,Check-Out,2015-07-11
"Resort Hotel",0,34,2015,July,28,10,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",241,0,Transient,109,0,1,Check-Out,2015-07-17
"Resort Hotel",0,34,2015,July,28,10,2,5,2,1,0,HB,GBR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",241,0,Transient,95,0,3,Check-Out,2015-07-17
"Resort Hotel",0,34,2015,July,28,10,2,5,2,1,0,HB,GBR,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",241,0,Transient,126,0,3,Check-Out,2015-07-17
"Resort Hotel",0,34,2015,July,29,12,2,0,2,0,0,BB,BEL,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,120,0,1,Check-Out,2015-07-14
"Resort Hotel",0,34,2015,July,29,12,2,0,2,2,0,BB,BEL,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,0,Transient,193,0,1,Check-Out,2015-07-14
"Resort Hotel",0,34,2015,July,29,12,2,3,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,149,1,0,Check-Out,2015-07-17
"Resort Hotel",0,34,2015,July,29,12,2,5,2,0,1,HB,ESP,"Offline TA/TO",TA/TO,0,0,0,D,D,1,"No Deposit",156,0,Transient,149,0,1,Check-Out,2015-07-19
"Resort Hotel",0,34,2015,July,30,19,2,5,2,0,0,BB,IRL,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",156,0,Transient,117,0,0,Check-Out,2015-07-26
"Resort Hotel",0,34,2015,July,30,23,2,6,3,0,0,HB,ROU,"Offline TA/TO",TA/TO,0,0,0,D,D,1,"No Deposit",171,0,Transient,217,1,1,Check-Out,2015-07-31
"Resort Hotel",0,34,2015,July,31,26,2,0,2,0,0,BB,RUS,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,0,Transient,103,0,0,Check-Out,2015-07-28
"Resort Hotel",0,34,2015,July,31,29,2,4,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",241,0,Transient,108,0,1,Check-Out,2015-08-04
"Resort Hotel",0,34,2015,November,45,5,2,8,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-15
"Resort Hotel",0,34,2015,November,45,5,2,8,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,"No Deposit",185,0,Transient-Party,43,0,0,Check-Out,2015-11-15
"Resort Hotel",0,34,2015,October,43,19,1,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,62,1,1,Check-Out,2015-10-22
"Resort Hotel",0,34,2015,October,43,21,2,5,2,0,0,BB,LUX,Direct,Direct,0,0,0,E,E,0,"No Deposit",250,0,Transient,59,0,0,Check-Out,2015-10-28
"Resort Hotel",0,34,2015,October,44,27,0,4,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,D,F,0,"No Deposit",240,0,Transient,56,0,1,Check-Out,2015-10-31
"Resort Hotel",0,34,2015,September,38,14,1,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,E,2,"No Deposit",241,0,Transient,213,1,2,Check-Out,2015-09-19
"Resort Hotel",0,34,2015,September,38,17,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,90,0,0,Check-Out,2015-09-24
"Resort Hotel",0,34,2015,September,39,23,0,2,2,0,0,BB,POL,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",240,0,Transient,114,1,1,Check-Out,2015-09-25
"Resort Hotel",0,35,2015,August,33,10,1,5,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,0,Transient,147,0,1,Check-Out,2015-08-16
"Resort Hotel",0,35,2015,August,33,10,1,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",241,0,Transient,165,0,1,Check-Out,2015-08-16
"Resort Hotel",0,35,2015,August,33,15,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,E,0,"No Deposit",250,0,Transient,234,1,0,Check-Out,2015-08-19
"Resort Hotel",0,35,2015,August,34,21,2,5,2,0,0,BB,IRL,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,175,0,1,Check-Out,2015-08-28
"Resort Hotel",0,35,2015,August,34,21,2,5,3,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",240,0,Transient,261,1,1,Check-Out,2015-08-28
"Resort Hotel",0,35,2015,August,36,31,1,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",250,0,Transient,128,1,1,Check-Out,2015-09-02
"Resort Hotel",0,35,2015,December,50,7,1,0,2,0,0,BB,POL,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",8,0,Transient,45,0,0,Check-Out,2015-12-08
"Resort Hotel",0,35,2015,July,27,1,0,4,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,145,0,0,Check-Out,2015-07-05
"Resort Hotel",0,35,2015,July,28,10,2,3,2,2,0,BB,EST,"Online TA",TA/TO,0,0,0,G,G,0,"No Deposit",240,0,Transient,149,0,0,Check-Out,2015-07-15
"Resort Hotel",0,35,2015,July,30,24,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",95,0,Transient,133,0,0,Check-Out,2015-08-03
"Resort Hotel",0,35,2015,July,31,27,1,3,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",196,0,Transient,149,0,0,Check-Out,2015-07-31
"Resort Hotel",0,35,2015,July,31,27,1,5,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,160,1,1,Check-Out,2015-08-02
"Resort Hotel",0,35,2015,November,45,6,2,7,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,"No Deposit",185,0,Transient-Party,52,1,0,Check-Out,2015-11-15
"Resort Hotel",0,35,2015,November,45,6,4,7,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,2,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-17
"Resort Hotel",0,35,2015,November,45,6,4,7,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,3,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-17
"Resort Hotel",0,35,2015,November,45,6,4,7,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,"No Deposit",185,0,Transient-Party,52,0,0,Check-Out,2015-11-17
"Resort Hotel",0,35,2015,October,44,26,0,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",242,0,Transient,0,0,0,Check-Out,2015-10-26
"Resort Hotel",0,35,2015,September,37,7,1,3,2,0,0,HB,PRT,"Online TA",TA/TO,0,0,0,A,C,0,"No Deposit",240,0,Transient,145,0,2,Check-Out,2015-09-11
"Resort Hotel",0,35,2015,September,38,19,2,5,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,104,0,1,Check-Out,2015-09-26
"Resort Hotel",0,36,2015,August,34,22,2,5,2,0,0,HB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",142,0,Contract,161,0,0,Check-Out,2015-08-29
"Resort Hotel",0,36,2015,July,27,2,1,3,3,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",241,0,Transient,109,0,1,Check-Out,2015-07-06
"Resort Hotel",0,36,2015,July,28,11,2,5,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,D,D,0,"No Deposit",5,0,Transient,105,1,0,Check-Out,2015-07-18
"Resort Hotel",0,36,2015,July,30,24,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,134,0,0,Check-Out,2015-07-26
"Resort Hotel",0,36,2015,July,31,28,0,5,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,"No Deposit",250,0,Transient,135,0,0,Check-Out,2015-08-02
"Resort Hotel",0,36,2015,November,45,3,0,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",241,0,Transient,0,0,1,Check-Out,2015-11-03
"Resort Hotel",0,36,2015,November,45,7,2,6,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,2,"No Deposit",185,0,Transient-Party,37,1,0,Check-Out,2015-11-15
"Resort Hotel",0,36,2015,November,45,7,2,6,1,0,0,BB,BEL,Corporate,Corporate,0,0,0,A,A,2,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-15
"Resort Hotel",0,36,2015,November,45,7,2,6,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,1,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-15
"Resort Hotel",0,36,2015,November,45,7,2,6,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,2,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-15
"Resort Hotel",0,36,2015,November,45,7,2,6,1,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,2,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-15
"Resort Hotel",0,36,2015,November,46,10,0,5,2,1,0,BB,ESP,Direct,Direct,0,0,0,A,D,2,"No Deposit",250,0,Transient,73,1,0,Check-Out,2015-11-15
"Resort Hotel",0,36,2015,November,47,20,0,2,1,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",38,0,Transient-Party,48,0,0,Check-Out,2015-11-22
"Resort Hotel",0,36,2015,November,47,20,0,2,1,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,1,"No Deposit",38,0,Transient-Party,48,0,0,Check-Out,2015-11-22
"Resort Hotel",0,36,2015,November,47,20,0,2,2,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",38,0,Transient-Party,64,0,0,Check-Out,2015-11-22
"Resort Hotel",0,36,2015,November,47,20,0,2,2,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,"No Deposit",38,0,Transient-Party,64,0,0,Check-Out,2015-11-22
"Resort Hotel",0,36,2015,November,47,20,1,2,0,0,0,SC,ESP,Groups,TA/TO,0,0,0,A,C,0,"No Deposit",38,0,Transient-Party,0,0,0,Check-Out,2015-11-23
"Resort Hotel",0,36,2015,November,48,28,2,4,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",8,0,Transient,32,1,0,Check-Out,2015-12-04
"Resort Hotel",0,36,2015,October,43,22,1,3,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,C,0,"No Deposit",2,0,Contract,43,0,0,Check-Out,2015-10-26
"Resort Hotel",0,36,2015,September,39,24,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,F,0,"No Deposit",240,0,Transient,89,0,3,Check-Out,2015-09-26
"Resort Hotel",0,37,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient,172,0,0,Check-Out,2015-08-17
"Resort Hotel",0,37,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,"No Deposit",NULL,0,Transient-Party,172,0,0,Check-Out,2015-08-17
"Resort Hotel",0,37,2015,August,34,21,2,5,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,222,0,0,Check-Out,2015-08-28
"Resort Hotel",0,37,2015,August,35,24,3,7,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",175,0,Transient,134,0,0,Check-Out,2015-09-03
"Resort Hotel",0,37,2015,August,36,30,2,1,2,0,0,HB,NLD,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",240,0,Transient,115,1,0,Check-Out,2015-09-02
"Resort Hotel",0,37,2015,July,27,1,0,4,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,E,E,0,"No Deposit",8,0,Contract,98,0,0,Check-Out,2015-07-05
"Resort Hotel",0,37,2015,July,27,1,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,E,E,0,"No Deposit",241,0,Transient,95,0,0,Check-Out,2015-07-05
"Resort Hotel",0,37,2015,July,27,1,1,4,1,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,F,F,0,"No Deposit",241,0,Transient,97,0,1,Check-Out,2015-07-06
"Resort Hotel",0,37,2015,July,28,10,1,2,2,0,0,BB,GBR,"Online TA",TA/TO,0,0,0,C,C,0,"No Deposit",105,0,Transient,120,0,1,Check-Out,2015-07-13
"Resort Hotel",0,37,2015,July,29,15,2,4,2,0,0,HB,POL,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",241,0,Transient,107,0,0,Check-Out,2015-07-21
"Resort Hotel",0,37,2015,July,29,15,2,6,2,2,0,BB,GBR,"Online TA",TA/TO,0,0,0,H,H,0,"No Deposit",240,0,Transient,216,1,0,Check-Out,2015-07-23
"Resort Hotel",0,37,2015,July,31,29,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,"No Deposit",250,0,Transient,145,0,1,Check-Out,2015-08-03
"Resort Hotel",0,37,2015,July,31,29,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,"No Deposit",250,0,Transient,157,0,1,Check-Out,2015-08-03
"Resort Hotel",0,37,2015,July,31,30,0,1,1,0,0,BB,ESP,"Offline TA/TO",TA/TO,0,0,0,A,F,1,"No Deposit",134,0,Transient,107,0,0,Check-Out,2015-07-31
"Resort Hotel",0,37,2015,November,46,8,2,5,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-15
"Resort Hotel",0,37,2015,November,46,8,2,5,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,"No Deposit",185,0,Transient-Party,36,0,0,Check-Out,2015-11-15
"Resort Hotel",0,37,2015,November,46,8,2,5,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,"No Deposit",185,0,Transient-Party,43,0,0,Check-Out,2015-11-15
"Resort Hotel",0,37,2015,November,46,8,2,5,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,"No Deposit",185,0,Transient-Party,43,0,0,Check-Out,2015-11-15
"Resort Hotel",0,38,2015,August,33,14,0,2,2,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",242,0,Transient,223,0,1,Check-Out,2015-08-16
"Resort Hotel",0,38,2015,August,33,14,0,2,3,0,0,HB,ESP,"Online TA",TA/TO,0,0,0,A,D,1,"No Deposit",242,0,Transient,266,0,2,Check-Out,2015-08-16
"Resort Hotel",0,38,2015,July,29,14,4,10,2,0,0,HB,SWE,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",241,0,Transient,110,0,2,Check-Out,2015-07-28
"Resort Hotel",0,38,2015,July,29,14,4,10,2,0,0,HB,SWE,"Online TA",TA/TO,0,0,0,D,D,1,"No Deposit",241,0,Transient,110,0,2,Check-Out,2015-07-28
"Resort Hotel",0,38,2015,July,29,17,1,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",240,0,Transient,135,0,0,Check-Out,2015-07-20
"Resort Hotel",0,38,2015,July,29,17,1,2,2,1,0,HB,PRT,"Online TA",TA/TO,0,0,0,E,E,1,"No Deposit",240,0,Transient,192,0,1,Check-Out,2015-07-20
"Resort Hotel",0,38,2015,July,31,26,2,5,2,2,0,HB,ESP,Direct,Direct,0,0,0,C,C,0,"No Deposit",250,0,Transient,180,0,0,Check-Out,2015-08-02
"Resort Hotel",0,38,2015,July,31,27,2,5,2,0,0,BB,GBR,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",142,0,Transient,107,0,0,Check-Out,2015-08-03
"Resort Hotel",0,38,2015,November,45,6,0,2,2,0,0,BB,ESP,"Online TA",TA/TO,0,0,0,A,D,0,"No Deposit",240,0,Transient,57,0,1,Check-Out,2015-11-08
"Resort Hotel",0,38,2015,October,40,3,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,"No Deposit",250,0,Transient,93,1,0,Check-Out,2015-10-10
"Resort Hotel",0,39,2015,August,35,28,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,D,1,"No Deposit",240,0,Transient,121,0,2,Check-Out,2015-08-31
